"ID","Name","Smiles","assay_type","standard_relation","standard_type","Standard value","Standard units","Function","description","pref_name","target_type","organism","Reference"
"CHEMBL202324","(S)-N-(1-(1H-pyrrolo[2,3-f]quinolin-1-yl)propan-2-yl)prop-2-en-1-amine","C[C@@H](Cn1ccc2ccc3ncccc3c12)NCC=C","B","=","Efficacy",54.000000000000000000000000000000,"%","NA","Binding to human 5HT2A receptor expressed in CHO cells relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL201117","(S)-N-(cyclohexylmethyl)-1-(1H-pyrrolo[2,3-f]quinolin-1-yl)propan-2-amine","C[C@@H](Cn1ccc2ccc3ncccc3c12)NCC4CCCCC4","B","=","Efficacy",32.000000000000000000000000000000,"%","NA","Binding to human 5HT2A receptor expressed in CHO cells relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL380763","(S)-N-benzyl-1-(1H-pyrrolo[2,3-f]quinolin-1-yl)propan-2-amine","C[C@@H](Cn1ccc2ccc3ncccc3c12)NCc4ccccc4","B","=","Efficacy",39.000000000000000000000000000000,"%","NA","Binding to human 5HT2A receptor expressed in CHO cells relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL202538","(S)-N-(2-chlorobenzyl)-1-(1H-pyrrolo[2,3-f]quinolin-1-yl)propan-2-amine","C[C@@H](Cn1ccc2ccc3ncccc3c12)NCc4ccccc4Cl","B","=","Efficacy",58.000000000000000000000000000000,"%","NA","Binding to human 5HT2A receptor expressed in CHO cells relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL202458","(S)-N-(benzo[d][1,3]dioxol-5-ylmethyl)-1-(1H-pyrrolo[2,3-f]quinolin-1-yl)propan-2-amine","C[C@@H](Cn1ccc2ccc3ncccc3c12)NCc4ccc5OCOc5c4","B","=","Efficacy",69.000000000000000000000000000000,"%","NA","Binding to human 5HT2A receptor expressed in CHO cells relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL202616","(S)-N-(naphthalen-2-ylmethyl)-1-(1H-pyrrolo[2,3-f]quinolin-1-yl)propan-2-amine","C[C@@H](Cn1ccc2ccc3ncccc3c12)NCc4ccc5ccccc5c4","B","=","Efficacy",56.000000000000000000000000000000,"%","NA","Binding to human 5HT2A receptor expressed in CHO cells relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL202656","(S)-1-(1H-pyrrolo[2,3-f]isoquinolin-1-yl)propan-2-amine","C[C@H](N)Cn1ccc2ccc3cnccc3c12","B","=","Efficacy",63.000000000000000000000000000000,"%","NA","Binding to human 5HT2A receptor expressed in CHO cells relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL201897","(S)-1-(1H-pyrrolo[3,2-h]isoquinolin-1-yl)propan-2-amine","C[C@H](N)Cn1ccc2ccc3ccncc3c12","B","=","Efficacy",67.000000000000000000000000000000,"%","NA","Binding to human 5HT2A receptor expressed in CHO cells relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL201062","(S)-1-(1H-pyrrolo[3,2-h]quinolin-1-yl)propan-2-amine","C[C@H](N)Cn1ccc2ccc3cccnc3c12","B","=","Efficacy",41.000000000000000000000000000000,"%","NA","Binding to human 5HT2A receptor expressed in CHO cells relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL201454","(S)-1-(5-chloro-1H-pyrrolo[2,3-f]quinolin-1-yl)propan-2-amine","C[C@H](N)Cn1ccc2cc(Cl)c3ncccc3c12","B","=","Efficacy",85.000000000000000000000000000000,"%","NA","Binding to human 5HT2A receptor expressed in CHO cells relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL201930","(S)-1-(1H-pyrrolo[2,3-f]quinolin-1-yl)propan-2-amine","C[C@H](N)Cn1ccc2ccc3ncccc3c12","B","=","Efficacy",88.000000000000000000000000000000,"%","NA","Binding to human 5HT2A receptor expressed in CHO cells relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL76781","(S)-1-(6-chloro-5-fluoro-1H-indol-1-yl)propan-2-amine","C[C@H](N)Cn1ccc2cc(F)c(Cl)cc12","B","=","Efficacy",72.000000000000000000000000000000,"%","NA","Binding to human 5HT2A receptor expressed in CHO cells relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL39","Serotonin","NCCc1c[nH]c2ccc(O)cc12","B","=","Efficacy",98.000000000000000000000000000000,"%","NA","Binding to human 5HT2A receptor expressed in CHO cells relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL2165447","(S)-3-(azetidin-2-ylmethoxy)-5-(phenoxymethyl)isoxazole","C(Oc1cc(COc2ccccc2)on1)[C@@H]3CCN3","B","=","Efficacy",77.900000000000000000000000000000,"%","NA","Displacement of [3H]ketanserin from human recombinant 5-HT2A receptor at 10 uM after 1.5 hrs by microbeta scintillation counting analysis","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL2203551","5-(Phenoxymethyl)-3-(2(S)-pyrrolidinylmethoxy)isoxazole","C(Oc1cc(COc2ccccc2)on1)[C@@H]3CCCN3","B","=","Efficacy",68.000000000000000000000000000000,"%","NA","Displacement of [3H]ketanserin from human recombinant 5-HT2A receptor at 10 uM after 1.5 hrs by microbeta scintillation counting analysis","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL331188","Dimethyl-(2,3,3a,8-tetrahydro-1-oxa-7,12b-diaza-dibenzo[e,h]azulen-2-ylmethyl)-amine","CN(C)CC1CC2N(O1)c3ccccc3Cc4ncccc24","B","<","IC50",1000000000000000000.000000000000000000000000000000,"M","NA","Binding affinity against 5-HT2A receptor","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL79834","8-[3-(4-Fluoro-phenoxy)-propyl]-1-phenyl-1,3,8-triaza-spiro[4.5]decan-4-one","Fc1ccc(OCCCN2CCC3(CC2)N(CNC3=O)c4ccccc4)cc1","F","=","IC50",3162277660168380000000.000000000000000000000000000000,"M","Agonist","Compound was evaluated for its inverse agonist activity against 5-hydroxytryptamine 2A receptor","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL80093","1-Cyclooctyl-1-{1-[3-(4-fluoro-phenoxy)-propyl]-piperidin-4-yl}-3-isopropyl-urea","CC(C)NC(=O)N(C1CCCCCCC1)C2CCN(CCCOc3ccc(F)cc3)CC2","F","=","IC50",12589254117941700000.000000000000000000000000000000,"M","Agonist","Compound was evaluated for its inverse agonist activity against 5-hydroxytryptamine 2A receptor","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL81377","N-Cyclooctyl-N-{1-[3-(4-fluoro-phenoxy)-propyl]-piperidin-4-yl}-propionamide","CCC(=O)N(C1CCCCCCC1)C2CCN(CCCOc3ccc(F)cc3)CC2","F","=","IC50",79432823472427900000.000000000000000000000000000000,"M","Agonist","Compound was evaluated for its inverse agonist activity against 5-hydroxytryptamine 2A receptor","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL569475","1-(3-(4-bromo-1-methyl-1H-pyrazol-5-yl)-4-(2-(pyrrolidin-1-yl)ethoxy)phenyl)-3-(4-chlorophenyl)urea","Cn1ncc(Br)c1c2cc(NC(=O)Nc3ccc(Cl)cc3)ccc2OCCN4CCCC4","F","=","IC50",1900.000000000000000000000000000000,"M","Agonist","Agonist activity at 5HT2A receptor expressed in HEK cells assessed as inhibition of serotonin-induced inositol phosphate accumulation","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL594717","(S)-7-(5-fluoro-2-methylbenzyloxy)-2-((R)-2-methylpiperazin-1-yl)-6,7-dihydro-5H-cyclopenta[b]pyridine","C[C@@H]1CNCCN1c2ccc3CC[C@H](OCc4cc(F)ccc4C)c3n2","F","=","IC50",46000.000000000000000000000000000000,"M","Agonist","Agonist activity against human 5HT2A receptor by FLIPR assay relative to 5HT","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL1085155","[3-(2-Methyl-2H-pyrazol-3-yl)-4-(2-pyrrolidin-1-yl-ethoxy)-phenyl]-3-trifluoromethyl-benzamide","Cn1nccc1c2cc(NC(=O)c3cccc(c3)C(F)(F)F)ccc2OCCN4CCCC4","F","=","IC50",23000.000000000000000000000000000000,"M","Agonist","Inverse agonist activity at human 5HT2A receptor expressed in HEK293 cells assessed as inhibition of inositol phosphate accumulation","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL1084617","3-Methoxy-N-[3-(2-methyl-2H-pyrazol-3-yl)-4-(2-morpholin-4-yl-ethoxy)-phenyl]-benzamide","COc1cccc(c1)C(=O)Nc2ccc(OCCN3CCOCC3)c(c2)c4ccnn4C","F","=","IC50",5200.000000000000000000000000000000,"M","Agonist","Inverse agonist activity at human 5HT2A receptor expressed in HEK293 cells assessed as inhibition of inositol phosphate accumulation","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL383530","4-(2,4-difluorophenethyl)-1-(3-fluorophenylsulfonyl)piperidine","Fc1cccc(c1)S(=O)(=O)N2CCC(CCc3ccc(F)cc3F)CC2","F","=","IC50",319000.000000000000000000000000000000,"M","Antagonist","Antagonist activity against human 5HT2A transfected in CHO cells by aurora beta lactamase reporter gene assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL51","Ketanserin","Fc1ccc(cc1)C(=O)C2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2","F","=","IC50",32000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in EC80 serotonin-stimulated CHOK1 cells by calcium mobilization assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL469149","1-Benzyloxy-2-methoxy-6-methyl-5,6,6a,7-tetrahydro-4H-9,11-dioxa-6-aza-benzo[fg]cyclopenta[b]anthracene","COc1cc2CCN(C)C3Cc4cc5OCOc5cc4c(c1OCc6ccccc6)c23","F","=","IC50",4600000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in EC80 serotonin-stimulated CHOK1 cells by calcium mobilization assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL593527","N-Methyl-N-{2-[3-(phenylsulfonyl)-1H-indol-4-yl]ethyl}amine","CNCCc1cccc2[nH]cc(c12)S(=O)(=O)c3ccccc3","F","=","IC50",1105000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL595133","N-Ethyl-N-{2-[3-(phenylsulfonyl)-1H-indol-4-yl]ethyl}amine","CCNCCc1cccc2[nH]cc(c12)S(=O)(=O)c3ccccc3","F","=","IC50",1025000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL606150","N-{2-[3-(Phenylsulfonyl)-1H-indol-4-yl]ethyl}-N-propylamine","CCCNCCc1cccc2[nH]cc(c12)S(=O)(=O)c3ccccc3","F","=","IC50",1078000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL595457","N-{2-[3-(Phenylsulfonyl)-1H-indol-4-yl]ethyl}propan-2-amine","CC(C)NCCc1cccc2[nH]cc(c12)S(=O)(=O)c3ccccc3","F","=","IC50",650000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL605309","N-{2-[3-(Phenylsulfonyl)-1H-indol-4-yl]ethyl}cyclopentanamine","O=S(=O)(c1ccccc1)c2c[nH]c3cccc(CCNC4CCCC4)c23","F","=","IC50",31000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL596148","N,N-Dimethyl-N-{2-[3-(phenylsulfonyl)-1H-indol-4-yl]ethyl}amine","CN(C)CCc1cccc2[nH]cc(c12)S(=O)(=O)c3ccccc3","F","=","IC50",459000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL603430","N-Ethyl-N-methyl-N-{2-[3-(phenylsulfonyl)-1H-indol-4-yl]ethyl}amine","CCN(C)CCc1cccc2[nH]cc(c12)S(=O)(=O)c3ccccc3","F","=","IC50",832000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL606144","3-(Phenylsulfonyl)-4-(2-pyrrolidin-1-ylethyl)-1H-indole","O=S(=O)(c1ccccc1)c2c[nH]c3cccc(CCN4CCCC4)c23","F","=","IC50",258000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL595252","3-(Phenylsulfonyl)-4-(2-piperidin-1-ylethyl)-1H-indole","O=S(=O)(c1ccccc1)c2c[nH]c3cccc(CCN4CCCCC4)c23","F","=","IC50",180000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL593614","4-(2-Azepan-1-ylethyl)-3-(phenylsulfonyl)-1H-indole","O=S(=O)(c1ccccc1)c2c[nH]c3cccc(CCN4CCCCCC4)c23","F","=","IC50",69000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL603417","4-[2-(2-Methylpiperidin-1-yl)ethyl]-3-(phenylsulfonyl)-1H-indole","CC1CCCCN1CCc2cccc3[nH]cc(c23)S(=O)(=O)c4ccccc4","F","=","IC50",92000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL605089","4-[2-(3-Methylpiperidin-1-yl)ethyl]-3-(phenylsulfonyl)-1H-indole","CC1CCCN(CCc2cccc3[nH]cc(c23)S(=O)(=O)c4ccccc4)C1","F","=","IC50",57000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL593821","N-Ethyl-N-methyl-3-[3-(phenylsulfonyl)-1H-indol-4-yl]propan-1-amine","CCN(C)CCCc1cccc2[nH]cc(c12)S(=O)(=O)c3ccccc3","F","=","IC50",477000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL594519","N-Isopropyl-3-[3-(phenylsulfonyl)-1H-indol-4-yl]propan-1-amine","CC(C)NCCCc1cccc2[nH]cc(c12)S(=O)(=O)c3ccccc3","F","=","IC50",5979000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL604685","3-(Phenylsulfonyl)-4-(3-piperidin-1-ylpropyl)-1H-indole","O=S(=O)(c1ccccc1)c2c[nH]c3cccc(CCCN4CCCCC4)c23","F","=","IC50",7972000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5HT2A receptor expressed in CHO cells assessed as inhibition of (R)-(-)-DOI hydrochloride-induced intracellular calcium mobilization by FLIPR assay","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL2158704","(R)-3-(4-(4-methoxyphenyl)piperazin-1-yl)-1-phenylpropyl carbamate","COc1ccc(cc1)N2CCN(CC[C@@H](OC(=O)N)c3ccccc3)CC2","F","=","IC50",5800000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at 5HT2A receptor","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL2323579","1,6-Dimethylcabergoline","CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1","B","=","IC50",11500000.000000000000000000000000000000,"M","Antagonist","Antagonist activity at human 5-HT2A receptor assessed as decrease in agonist-induced intracellular calcium mobilization preincubated for 10 mins prior to agonist addition measured by FLIPR analysis","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL420965","Benzyl-{(S)-1-[2-(5-[1,2,4]triazol-4-yl-1H-indol-3-yl)-ethyl]-pyrrolidin-3-ylmethyl}-amine","C(Cc1c[nH]c2ccc(cc12)n3cnnc3)N4CC[C@@H](CNCc5ccccc5)C4","B","=","IC50",4400000.000000000000000000000000000000,"M","NA","Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL159483","(S)-4-(3-{2-[(S)-3-(Benzylamino-methyl)-pyrrolidin-1-yl]-ethyl}-1H-indol-5-ylmethyl)-oxazolidin-2-one","O=C1N[C@@H](Cc2ccc3[nH]cc(CCN4CC[C@@H](CNCc5ccccc5)C4)c3c2)CO1","B","=","IC50",3000000.000000000000000000000000000000,"M","NA","Affinity of compound towards human 5-hydroxytryptamine 2A receptor was evaluated using radioligand binding technique","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL160070","(S)-4-[3-(2-{(S)-3-[((S)-1-Phenyl-ethylamino)-methyl]-pyrrolidin-1-yl}-ethyl)-1H-indol-5-ylmethyl]-oxazolidin-2-one","C[C@H](NC[C@@H]1CCN(CCc2c[nH]c3ccc(C[C@H]4COC(=O)N4)cc23)C1)c5ccccc5","B","=","IC50",2200000.000000000000000000000000000000,"M","NA","Affinity of compound towards human 5-hydroxytryptamine 2A receptor was evaluated using radioligand binding technique","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL161780","C-(3-{2-[(S)-3-(Benzylamino-methyl)-pyrrolidin-1-yl]-ethyl}-1H-indol-5-yl)-N-methyl-methanesulfonamide","CNS(=O)(=O)Cc1ccc2[nH]cc(CCN3CC[C@@H](CNCc4ccccc4)C3)c2c1","B","=","IC50",5800000.000000000000000000000000000000,"M","NA","Affinity of compound towards human 5-hydroxytryptamine 2A receptor was evaluated using radioligand binding technique","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL115249","4-(3-Phenyl-propyl)-piperazine-1-carboxylic acid 2-(4-ethoxy-phenyl)-ethyl ester","CCOc1ccc(CCOC(=O)N2CCN(CCCc3ccccc3)CC2)cc1","B","=","IC50",980000.000000000000000000000000000000,"M","NA","Inhibition of human 5-hydroxytryptamine 2A receptor","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL116735","1-{4-[4,4-Bis-(4-fluoro-phenyl)-butyl]-piperazin-1-yl}-3-(4-fluoro-phenyl)-propan-1-one","Fc1ccc(CCC(=O)N2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1","B","=","IC50",1030000.000000000000000000000000000000,"M","NA","Inhibition of human 5-hydroxytryptamine 2A receptor","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL116463","{1-[4,4-Bis-(4-fluoro-phenyl)-butyl]-piperidin-4-yl}-carbamic acid 2-(4-cyano-phenyl)-ethyl ester","Fc1ccc(cc1)C(CCCN2CCC(CC2)NC(=O)OCCc3ccc(cc3)C#N)c4ccc(F)cc4","B","=","IC50",683000.000000000000000000000000000000,"M","NA","Inhibition of human 5-hydroxytryptamine 2A receptor","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL326263","4-[4,4-Bis-(4-fluoro-phenyl)-butyl]-piperazine-1-carboxylic acid 2-(4-cyano-phenyl)-ethyl ester","Fc1ccc(cc1)C(CCCN2CCN(CC2)C(=O)OCCc3ccc(cc3)C#N)c4ccc(F)cc4","B","=","IC50",715000.000000000000000000000000000000,"M","NA","Inhibition of human 5-hydroxytryptamine 2A receptor","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL113956","4-[4,4-Bis-(4-fluoro-phenyl)-butyl]-piperazine-1-carboxylic acid [2-(4-ethoxy-phenyl)-ethyl]-amide","CCOc1ccc(CCNC(=O)N2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1","B","=","IC50",231000.000000000000000000000000000000,"M","NA","Inhibition of human 5-hydroxytryptamine 2A receptor","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL117537","1-{4-[4,4-Bis-(4-fluoro-phenyl)-butyl]-piperazin-1-yl}-4-phenyl-butan-1-one","Fc1ccc(cc1)C(CCCN2CCN(CC2)C(=O)CCCc3ccccc3)c4ccc(F)cc4","B","=","IC50",950000.000000000000000000000000000000,"M","NA","Inhibition of human 5-hydroxytryptamine 2A receptor","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
"CHEMBL325516","4-[4,4-Bis-(4-fluoro-phenyl)-butyl]-piperazine-1-carboxylic acid 2-(4-fluoro-phenyl)-ethyl ester","Fc1ccc(CCOC(=O)N2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1","B","=","IC50",1060000.000000000000000000000000000000,"M","NA","Inhibition of human 5-hydroxytryptamine 2A receptor","Serotonin 2a (5-HT2a) receptor","SINGLE PROTEIN","Homo sapiens","Bioorg. Med. Chem. Lett., 1991, 1, 6, 313"
